symbol,datetime,headline,source,summary,url
AMZN,2025-03-06 18:47:00,Fidelity Fund Q4 2024 Review,SeekingAlpha,"For the three months ending December 31, 2024, the fund's Retail Class shares gained 1.53%, versus the 2.41% result of the benchmark S&P 500Â® index. Read more here.",https://finnhub.io/api/news?id=f6c7965a57a378b7c3260bdbdf6042c90eb3e91682e79297f7fef9b0c870fcc9
AMZN,2025-03-06 18:18:00,"NVIDIA Corp., Amazon.com Inc. share losses contribute to Dow's nearly 600-point fall",MarketWatch,"NVIDIA Corp., Amazon.com Inc. share losses contribute to Dow's nearly 600-point fall",https://finnhub.io/api/news?id=d420b926008d566dc420ced23703a55533c8a8c0bb0c621e530f7ba742e132ba
AMZN,2025-03-06 17:35:03,Amazon GameLift Streams Empowers Developers to Stream Games to Virtually Any Device,Finnhub,"New AWS capability enables game developers to reach more players around the world, expand monetization opportunities, and grow revenues...",https://finnhub.io/api/news?id=e8db90c8d25938989ec676e5eb1cb7f4db13981c0f797af11572c0a1cef00e31
AMZN,2025-03-06 17:17:00,"NVIDIA Corp., Amazon.com Inc. share losses lead Dow's 229-point drop",MarketWatch,"NVIDIA Corp., Amazon.com Inc. share losses lead Dow's 229-point drop",https://finnhub.io/api/news?id=fa2e72073862980ae019cb2f19eb22830f7f3cb799c0bdbe377e067725accd09
AMZN,2025-03-06 16:51:00,Rigetti Earnings Reveal the Risks and Rewards of Quantum Computing,MarketWatch,Rigetti Earnings Reveal the Risks and Rewards of Quantum Computing,https://finnhub.io/api/news?id=3f85c2ebe3af2c3ba71430072caa80492daa8096258c74b341c90c3e0092b38a
AMZN,2025-03-06 14:39:00,Broadcom Reports Earnings Today. Can It End the Chip Stock Selloff?,MarketWatch,Broadcom Reports Earnings Today. Can It End the Chip Stock Selloff?,https://finnhub.io/api/news?id=925b30883821427d834e11657638cf7b47614f3695d4a377639e78159dad1d10
AMZN,2025-03-06 16:16:00,"NVIDIA Corp., Amazon.com Inc. share losses lead Dow's 117-point fall",MarketWatch,"NVIDIA Corp., Amazon.com Inc. share losses lead Dow's 117-point fall",https://finnhub.io/api/news?id=ed1753ccf799d71717ec35107749bfbff2f160da03f025e41ce1dbc9e75812cf
AMZN,2025-03-06 16:01:00,Marvell Shares Fall After Outlook Disappoints,MarketWatch,Marvell Shares Fall After Outlook Disappoints,https://finnhub.io/api/news?id=36eb6e8300a7b1bce5b3b5351129d4b3a9f43615e31723610526a91a9fd94a63
AMZN,2025-03-06 15:15:00,"Dow's nearly 550-point fall led by losses in shares of NVIDIA Corp., Goldman Sachs",MarketWatch,"Dow's nearly 550-point fall led by losses in shares of NVIDIA Corp., Goldman Sachs",https://finnhub.io/api/news?id=f7bc94f7e4dc24893f1484f59f703b844fecc577b77c888c50c8c015ed52ddbb
AMZN,2025-03-06 15:09:00,Fidelity Dividend Growth Fund Q4 2024 Review,SeekingAlpha,"For the fourth quarter, FidelityÂ® Dividend Growth Fund's Retail Class shares gained 1.84%, trailing the 2.41% advance of the benchmark S&P 500Â® index. Read more here.",https://finnhub.io/api/news?id=6b095024f76bcbbfc3fa70304765d117d63856d7d7f08eea3f2fa133c1611356
AMZN,2025-03-06 14:41:09,Indian Court Orders Amazon To Pay $39million In Damages For Trade Mark Infringement,Finnhub,Amazon has been dealt another blow in their trade mark infringement battle with Lifestyle Equities. Following the loss at the UK Supreme Court last year in which listings of infringing goods on...,https://finnhub.io/api/news?id=daab06f075e91c4370e5e818f3942b17536767182415f2a64ff84f12ee05aef0
AMZN,2025-03-06 14:18:18,"Nvidia: Obviously Undervalued, For Good Reason, But Not For Long",SeekingAlpha,"Despite these challenges, NVIDIA's leadership in AI and potential for future growth make it a compelling buy near the $100 mark. Explore more details here.",https://finnhub.io/api/news?id=791c78650d3aa120f1b5fc96700963742d8deee0d020a938fc26ecf2baa08cb0
AMZN,2025-03-06 14:05:41,Quantum Computing Stocks: Why David Vs. Goliath Battle Favors Tech Giants,DowJones,Quantum Computing Stocks: Why David Vs. Goliath Battle Favors Tech Giants,https://finnhub.io/api/news?id=7a76119040cdb29c22b3c28da6d4454d27d545e6f0eb3f1d8646de68df2e88c1
AMZN,2025-03-06 12:08:00,"Tariff Uncertainty Is Crippling Stock Markets, but Trump’s Auto Move Offers Hope. And 5 Other Things to Know Today.",MarketWatch,"Tariff Uncertainty Is Crippling Stock Markets, but Trump’s Auto Move Offers Hope. And 5 Other Things to Know Today.",https://finnhub.io/api/news?id=f00efdfe31c13b1d2541e9e6a7341313dac1199771b63f77c3be2ff57211a932
AMZN,2025-03-06 05:05:53,Here Are 5 Quality Stocks Nearing Multiple Year P/E Lows,SeekingAlpha,"Read here for highlights on five stocks with strong fundamentals and are trading near P/E multiple lows like Nvidia, Amazon, Alphabet, Kinsale and Evolution.",https://finnhub.io/api/news?id=8ae5dff30bdd6846618f0380e4d05b07089226657e84ebd3fffba3812f9167e7
AMZN,2025-03-06 00:30:00,CDT Insider Sentiment February 2025: Tariff Paralysis,SeekingAlpha,"President Trump promised a radical approach to trade policy during his campaign, and he has delivered.",https://finnhub.io/api/news?id=69ff694d689b049731aa118c0b989ab7cde04b689c493e267b2c6c81a2b3bbd8
AMZN,2025-03-05 22:21:20,Games Workshop: Set To Explode With Warhammer 40K,SeekingAlpha,Games Workshop currently holds one of the most promising IPs in the world with Warhammer. Click here to find out why GMWKF stock is a Buy.,https://finnhub.io/api/news?id=6553a25077aae1aa2485cb2d9e6509658665aedc16a51c974126ce9323a842f0
AMZN,2025-03-05 20:34:00,"Dow's nearly 600-point rally led by gains for Caterpillar, Microsoft stocks",MarketWatch,"Dow's nearly 600-point rally led by gains for Caterpillar, Microsoft stocks",https://finnhub.io/api/news?id=81e89f35d6261cbf1bf18f68f20315094b10be6b45e617a4a715b67f1db19283
AMZN,2025-03-05 19:35:43,Amazon: Unjustified Sell-Off Created A Strong Buying Opportunity,SeekingAlpha,"Is it time to buy Amazon? Explore why improved profitability, AI leadership, and long-term growth make it a strong buy with double-digit return potential!",https://finnhub.io/api/news?id=21ceed278e47b901155103fb5488294a588b5b241f94b7101f44f433364362b6
AMZN,2025-03-05 19:33:00,"Caterpillar, Boeing share gains lead Dow's 429-point rally",MarketWatch,"Caterpillar, Boeing share gains lead Dow's 429-point rally",https://finnhub.io/api/news?id=0d5b0636a48216779ae0a972ae27251e7060e2df3b1b828649b484d9360c3e4e
AMZN,2025-03-05 18:50:16,3 Major Grocery Retailers On Earnings Deck After Target's Warning On Trump Tariffs,DowJones,3 Major Grocery Retailers On Earnings Deck After Target's Warning On Trump Tariffs,https://finnhub.io/api/news?id=705c757abf02263daa9a5ee81730ee6a8f16523c8f6dc7338d259a716bb38cce
AMZN,2025-03-05 18:28:00,The Global Growth Engine: 2025 And Beyond,SeekingAlpha,"Going into 2025, the PGM remains strong, with the potential for other regions to start closing the gap with the United States. Click to read.",https://finnhub.io/api/news?id=a9b384deb1ae51345c2d590cb8c406263c38ddf744b4c758a3ea58e7e0daed9e
AMZN,2025-03-05 18:21:00,"Dow's 300-point rally highlighted by gains in Caterpillar, Boeing stocks",MarketWatch,"Dow's 300-point rally highlighted by gains in Caterpillar, Boeing stocks",https://finnhub.io/api/news?id=8c2bffb9b1d6068b306c2e314ff4477b72ceb6b5d091043ec48ed44fb2414783
AMZN,2025-03-05 18:09:30,"Tariffs Weigh On E-Commerce Stocks. Analyst Sees EBay, Amazon As 'Better Positioned.'",DowJones,"Tariffs Weigh On E-Commerce Stocks. Analyst Sees EBay, Amazon As 'Better Positioned.'",https://finnhub.io/api/news?id=f3dfb29aefbb850ab10ed329466d03d6cc4c9e66d368c5d024bda095cccd4a87
AMZN,2025-03-05 18:08:36,"Amazon Prime Video tests AI-based dubbing on licensed movies, series",Finnhub,"Amazon.com's Primebegin offering AI-aided dubbing in English and Spanish on licensed movies and series starting Wednesday, the company said, in a bid to boost viewership and bring its...",https://finnhub.io/api/news?id=f7ac0f6a6a831c6a44048e273a9112dd03da8cf9d649ec2b31d22ecca9206834
AMZN,2025-03-05 16:07:15,AWS Unveils New AWS Outposts Rack and Server Offerings for Telcos,Finnhub,"BARCELONA - At Mobile World Congress, Amazon Web Services, Inc. , an Amazon.com company , today announced AWS Outposts racks for high throughput, network-intensive workloads and AWS Outposts servers...",https://finnhub.io/api/news?id=efa11da4fdfb3f59561589b9791effcc69db742e5317ff479bf81492328064ca
AMZN,2025-03-05 14:33:03,Buy with Prime Expands with Launch of all Gabb.com Products,Finnhub,"Gabb customers now benefit from the power of Amazon’s fulfillment network and the trust and recognition of the Prime brand across the full Gabb product lineThrough fast, free delivery, easy...",https://finnhub.io/api/news?id=3ac8fc21158176cbdf19d61139de15090189e1dd350604a46e1cd3582adc4f70
AMZN,2025-03-05 13:49:47,Great Time To Buy Amazon: Progress In All Areas,SeekingAlpha,"Amazon's financials show a steady upward trend in revenues and margins, driven by high-margin segments. See why this is an excellent time to buy AMZN stock.",https://finnhub.io/api/news?id=4577e2f73f0528539cc62195ba338a708969dfaa5f25d93cc5f1ed08f06e10a4
AMZN,2025-03-05 10:30:00,Digital Economy And AI Reflected In The Data Center,SeekingAlpha,Data centers are central to the AI revolution. See why investment in digital infrastructure and energy is a long-term opportunity.,https://finnhub.io/api/news?id=26f4932b44248a7ad5a986620f98fa216aa917708da7cdd59215fabd21131f2e
AMZN,2025-03-05 01:33:41,Tracking Dan Loeb's Third Point Portfolio - Q4 2024 Update,SeekingAlpha,"Dan Loeb's Third Point 13F reveals portfolio shifts, new stakes, and top holdings. Portfolio value slightly increased to $7.44B. Read more on the portfolio here.",https://finnhub.io/api/news?id=b6232238b38664ce77ea09c0dbeb498e61c44a3bef5e48ec33e8e089231359b5
AMZN,2025-03-04 20:52:25,Amazon's AWS forms new group focused on agentic AI,Finnhub,"Amazon.com has formed a new group focused on agentic artificial intelligence, according to an internal email viewed by Reuters on Tuesday. The new group will be led by AWS executive...",https://finnhub.io/api/news?id=f3d25dc1ba6f3b497cf1597050038987c0b046186ff1ab8d911b5f72b8b72db7
AMZN,2025-03-04 20:26:03,"Dogs Of The Dow Chase A ""Safer"" Buy For March",SeekingAlpha,"My monthly update and commentary on the top dividend stock picks from the Dogs Of The Dow, March 2025 edition. Click here to read more about Dogs of the Dow.",https://finnhub.io/api/news?id=cc6dd860b385b0d72b9bb16ee9ff5ee719c89916be0857afbb145306c6255282
AMZN,2025-03-04 19:15:55,"Nvidia: My Price Target 'Triggered', So I've Started To Buy The Dip (Upgrade)",SeekingAlpha,"This investor is bullish on this Nvidia Corporation post-pullback, leveraging PEG ratios, LLMs growth, and the growth of AI. Click to read why NVDA is a Buy.",https://finnhub.io/api/news?id=4bd45831e3388ed83d57d8b6a85b0d6a246cd7576e2ec9d22b23d3e0d63660dd
AMZN,2025-03-04 18:20:00,CoreWeave and Anthropic make opposite money-raising moves as AI attracts billions,MarketWatch,CoreWeave and Anthropic make opposite money-raising moves as AI attracts billions,https://finnhub.io/api/news?id=64ec0afa0dce4af263f257128e16fc57e8996f588f1e92be69be3067e3f6e1ff
AMZN,2025-03-04 17:52:05,Amazon com : GE Vernova and AWS expand collaboration to address accelerating global energy demand through strategic framework agreement,Finnhub,"GE VernovaInc. and Amazon Web Services, Inc , an Amazon.com, Inc. company , today announced the signing of a strategic framework agreement aimed at supporting AWS's data center scaling, and...",https://finnhub.io/api/news?id=09800b92e9ab46e0689dfdcdf421fee3487afd9d49383dade22dc9440914ea31
AMZN,2025-03-04 17:10:40,Big Tech ETF deepens losses as tariff worries pressure U.S. stock market,MarketWatch,Big Tech ETF deepens losses as tariff worries pressure U.S. stock market,https://finnhub.io/api/news?id=1e341f2e48dcde6b70f15ea53183e3982c238f2d9d01fa154145e981ebf9aa00
AMZN,2025-03-04 16:12:16,Nvidia: Correction Phase Can Last A Long Time,SeekingAlpha,Nvidia Corporation stock has failed to show a strong jump after hitting the peak in mid-2024. Read why I remain bearish on NVDA stock.,https://finnhub.io/api/news?id=c729b786a0d770731a3dc5872634815167be76da591d5d3544761e570f1295ee
AMZN,2025-03-04 16:02:20,Pearson and AWS Announce Collaboration to Unlock AI-Powered Personalized Learning for Millions of People Globally,Finnhub,Highlights:* Collaboration will enhance learning for millions of people through cloud and AI tools that personalize education and offer real-time insights* Pearson to expand its use of AWS cloud...,https://finnhub.io/api/news?id=6ac391cead78e3fc12951f6fc7332d537724335dd5bbf1da60320fffa0381d81
AMZN,2025-03-04 15:45:00,Diamond Hill Large Cap Concentrated Fund Q4 2024 Commentary,SeekingAlpha,"Diamond Hill Large Cap Concentrated Fund portfolio trailed the Russell 1000 Index in Q4 and
for the full year. Click here to read the full commentary. ",https://finnhub.io/api/news?id=e7bd348a3471c7f925fd392f4fb11cc516af2f37d931dc294935f1c19a8dde7f
AMZN,2025-03-04 15:30:00,Diamond Hill Large Cap Fund Q4 2024 Commentary,SeekingAlpha,Diamond Hill Large Cap Fund  portfolio trailed the Russell 1000 Index in Q4 and for the full year. Click here to read the full commentary. ,https://finnhub.io/api/news?id=d8725118eb3d4ae22952c7120a4f856735a6407ff17230ab945504e4597653bf
AMZN,2025-03-04 14:01:32,Alphabet: Google Cloud Is Taking Market Share From AWS And Azure,SeekingAlpha,"Discover how Google Cloud leads in custom silicon and gained market share in 2024, outpacing rivals in AI advancements. Explore more details here.",https://finnhub.io/api/news?id=e7553ae9ee46efd7337d1076bf74e9372bfb0cebdaae1c63a3d56a4955c5545d
AMZN,2025-03-04 12:35:00,The Best AI Investment Today: My Top Picks,SeekingAlpha,The AI boom is just getting started. Check out these five stocks that are positioned to profit from it in an overlooked sector.,https://finnhub.io/api/news?id=4b129b8e072c0a2af4a20e2ee637b92212242839e4f6f03dede5b6d96e097258
AMZN,2025-03-04 08:08:22,"Alphabet's Future Brighter Than Big Tech Alternatives, Think Waymo/Willow (Rating Upgrade)",SeekingAlpha,Waymo's autonomous driving technology is showing significant safety improvements over human drivers. Read why GOOG stock is a unique growth-oriented Big Tech giant.,https://finnhub.io/api/news?id=8eed409efd4f4315b6876a613bbda71e26ead48fc8d418af8a300c6f6aa74dc1
AMZN,2025-03-04 03:32:53,WEBL: Outsized Gains For Tech-Focused Swing Trading,SeekingAlpha,"WEBL, a triple leveraged ETF, may be a smart short-term investment. Read here for an update on top tech holdings and timing tips for maximizing gains.",https://finnhub.io/api/news?id=106bb2abe030c612a4c19319ba76235ab78d83c10a909f66e3da294bdfc98e16
AMZN,2025-03-03 22:43:00,The 10 Stocks Hedge Funds Love—and Hate—the Most,MarketWatch,The 10 Stocks Hedge Funds Love—and Hate—the Most,https://finnhub.io/api/news?id=bdae5381ef5899b87cbc3bf9b787f2a8341579cac32b0cd86f7aeb8d607268db
AMZN,2025-03-03 22:20:34,On The Hunt For Magnificent Earnings Growth? Check These 7 Stocks.,DowJones,On The Hunt For Magnificent Earnings Growth? Check These 7 Stocks.,https://finnhub.io/api/news?id=ed88dfbcbe1408521bb94326eced6535d8664f011046dddec41b2092634a6bd6
AMZN,2025-03-03 20:47:00,"Dow falls nearly 700 points on losses in shares of NVIDIA Corp., Chevron",MarketWatch,"Dow falls nearly 700 points on losses in shares of NVIDIA Corp., Chevron",https://finnhub.io/api/news?id=98fdbe592f7d8e52f1d1b0cdb46cf5b347dc974c28bf4e69a214a0d22d476a83
AMZN,2025-03-03 20:12:23,"It's not just 'Magnificent Seven' stocks that are falling. Bonds are selling off, too.",MarketWatch,"It's not just 'Magnificent Seven' stocks that are falling. Bonds are selling off, too.",https://finnhub.io/api/news?id=a8807dda0a689a1fb061d77bdbf9aeeb1d57d49b5673cd962c61ad24c41fb3ae
AMZN,2025-03-03 19:52:00,Where's The Weakness In Discretionary?,SeekingAlpha,"Consumer Discretionary is down an even worse 5.65% year to date, and returns look even worse when compared to the December 17th high. Click to read.",https://finnhub.io/api/news?id=354a2af9eab8a2c0ba01f85cbdc1061bdc5d316b0754a5addf928bf4b7dc4ec3
AMZN,2025-03-03 19:46:00,"NVIDIA Corp., Chevron share losses lead Dow's 350-point drop",MarketWatch,"NVIDIA Corp., Chevron share losses lead Dow's 350-point drop",https://finnhub.io/api/news?id=56c6fdc1a1e654b284f32c671c32e9daf111a159a4d94f871d60dc7487159866
AMZN,2025-03-03 19:28:35,AI Isn't Enough: Why Pearson's Stock Looks Overvalued And Vulnerable,SeekingAlpha,"Pearson plc reports a 10% profit boost, but rising risks and high valuation warrant caution. Click for more on PSO stock prospects post Q4 earnings.",https://finnhub.io/api/news?id=261ecf7f58ba2f2b07430b168d84715b3b3df26864cc8b139dadb47998174160
AMZN,2025-03-03 18:51:42,"Magnificent Seven Stocks: Nvidia Dives, Tesla Reverses Sharply Lower",DowJones,"Magnificent Seven Stocks: Nvidia Dives, Tesla Reverses Sharply Lower",https://finnhub.io/api/news?id=e9c2a85afc1aad336c33091e00391a3b60ecaaf45417f79aee341242437ccd04
AMZN,2025-03-03 18:36:00,"Dow falls 239 points on losses for NVIDIA Corp., Caterpillar stocks",MarketWatch,"Dow falls 239 points on losses for NVIDIA Corp., Caterpillar stocks",https://finnhub.io/api/news?id=3f098a5a6407ce07d03fce5c9a3c66166b3351ebda5999568727fcbfda3dfe5a
AMZN,2025-03-03 17:00:00,"Dow's 125-point drop led by losses in NVIDIA Corp., Amazon.com Inc. stocks",MarketWatch,"Dow's 125-point drop led by losses in NVIDIA Corp., Amazon.com Inc. stocks",https://finnhub.io/api/news?id=143a39f1d2c11ffa04e536f5208a903a9941519cd71ac3b86ff83dbabec6cc7f
AMZN,2025-03-03 14:42:39,Amazon's cloud business to invest $8.2 billion in Indian state in coming years,Finnhub,"Amazon's cloud services provider, Amazon Web Services , will invest about $8.2 billion in India's Maharashtra state over the next few years, an Indian ministry said on Monday. ...",https://finnhub.io/api/news?id=b340d22e5ba4a4a6a6d4eb553fcbf8321c59dfcf92f32954485144906b9051ab
AMZN,2025-03-03 14:25:00,Inside Jamie Dimon’s JPMorgan Chase: Restive Employees Amid Record Profits,MarketWatch,Inside Jamie Dimon’s JPMorgan Chase: Restive Employees Amid Record Profits,https://finnhub.io/api/news?id=e09f74f7aacb815b51ffe5b44a76f7a220ddab44a4053ee40116a53f4dbdd7ec
AMZN,2025-03-03 14:00:00,Why The S&P 500 Is A Hold Ahead Of February Jobs Report,SeekingAlpha,"The upcoming February non-farm payrolls report is expected to show another increase in jobs, with government employment likely to weaken. Read my analysis here.",https://finnhub.io/api/news?id=412f9e95f8c084bec403a9e348adeca4ded0bc275026f9db78e762a910bbb2c2
AMZN,2025-02-28 13:51:00,"What’s worth streaming in March 2025: Oscars, John Mulaney, March Madness and more",MarketWatch,"What’s worth streaming in March 2025: Oscars, John Mulaney, March Madness and more",https://finnhub.io/api/news?id=e6d5e1bcc357f36654b452017c6f6059c9174f277bb73589b264dfcf06a6b652
AMZN,2025-03-03 12:42:00,"Markets Struggle to Decipher Trump 2.0. Tariffs, Crypto, Ukraine Show His Talk Isn’t Cheap, and 5 Other Things to Know Today.",MarketWatch,"Markets Struggle to Decipher Trump 2.0. Tariffs, Crypto, Ukraine Show His Talk Isn’t Cheap, and 5 Other Things to Know Today.",https://finnhub.io/api/news?id=f95630478b0db0cda6a2f63187781bd13f9c63b26ec141c45caafa615805bb6c
AMZN,2025-03-03 12:42:00,Nvidia Stock: Deep Q4 Earnings Call Analysis Shows Shareholder Security,SeekingAlpha,"Nvidia Corporation's AI dominance expands as sovereign AI, automation, and efficiency trends emerge. Check out my NVDA stock Q4 update.",https://finnhub.io/api/news?id=724930a9d3753ca135a740824d6b7fe28a6af6abae9ffc93d6d30403f7ed3140
AMZN,2025-03-03 10:29:00,Alger Spectra Fund Q4 2024 Commentary,SeekingAlpha,,https://finnhub.io/api/news?id=98d22a2d89cf4b875712c30664de2b15c8712a7700a79664c10712bb9f2d6001
AMZN,2025-03-02 15:44:58,"Ulta Beauty: Getting More Attractive With Each Visit, Just Like Its Customers",SeekingAlpha,Ulta Beauty's consistent profitability and strong customer loyalty position it for growth. See why ULTA stock offers substantial value with a low valuation.,https://finnhub.io/api/news?id=6c3865ec0fa9f92a3fd21b1dcaf552f0cf1568384bdf179c20bd24873c70549a
AMZN,2025-03-02 09:00:00,This AI Trend Will Be the Hot Topic at World’s Biggest Smartphone Event,MarketWatch,This AI Trend Will Be the Hot Topic at World’s Biggest Smartphone Event,https://finnhub.io/api/news?id=225cdc2ad48c0dc575b60b10b737165235fd567fe9c8cb00475e1ee5a0e2f463
